City_Region,Property_Type,Total_Sales_Analyzed,Model_Accuracy_Score (R2),Average_Error_Margin,Base_Price,File_Name
Rural Whitby,Townhouse,97,0.22,39711.0,875170.0,Rural_Whitby_Townhouse_Matrix.csv
Orillia,Condo Apartment,50,0.22,184056.0,589988.0,Orillia_Condo_Apartment_Matrix.csv
1106 - Fallingbrook/Gardenway South,Townhouse,83,0.22,21883.0,566217.0,1106_-_Fallingbrook_Gardenway_South_Townhouse_Matrix.csv
Rural Alnwick/Haldimand,Detached,101,0.22,191540.0,780556.0,Rural_Alnwick_Haldimand_Detached_Matrix.csv
2605 - Blossom Park/Kemp Park/Findlay Creek,Detached,100,0.22,82594.0,930034.0,2605_-_Blossom_Park_Kemp_Park_Findlay_Creek_Detached_Matrix.csv
Rouge Woods,Townhouse,64,0.22,90618.0,1171159.0,Rouge_Woods_Townhouse_Matrix.csv
7202 - Borden Farm/Stewart Farm/Carleton Heights/Parkwood Hills,Detached,64,0.21,128252.0,796192.0,7202_-_Borden_Farm_Stewart_Farm_Carleton_Heights_Parkwood_Hills_Detached_Matrix.csv
North Richvale,Townhouse,49,0.21,105422.0,933735.0,North_Richvale_Townhouse_Matrix.csv
Guildwood,Detached,100,0.21,98169.0,1114328.0,Guildwood_Detached_Matrix.csv
811 - Elizabethtown Kitley (Old Kitley) Twp,Detached,108,0.21,122449.0,542417.0,811_-_Elizabethtown_Kitley_(Old_Kitley)_Twp_Detached_Matrix.csv
Westbrook,Townhouse,53,0.21,142714.0,1141319.0,Westbrook_Townhouse_Matrix.csv
Weston,Detached,58,0.2,138504.0,948716.0,Weston_Detached_Matrix.csv
Roncesvalles,Detached,43,0.2,372190.0,2068944.0,Roncesvalles_Detached_Matrix.csv
Rockwood,Detached,92,0.2,128498.0,1082499.0,Rockwood_Detached_Matrix.csv
Tyandaga,Townhouse,43,0.2,107466.0,817804.0,Tyandaga_Townhouse_Matrix.csv
Junction/Onward Willow,Detached,92,0.2,98353.0,727548.0,Junction_Onward_Willow_Detached_Matrix.csv
Central Park,Townhouse,52,0.2,47735.0,590173.0,Central_Park_Townhouse_Matrix.csv
East M,Detached,136,0.19,38857.0,416963.0,East_M_Detached_Matrix.csv
Painswick South,Townhouse,72,0.19,50553.0,636474.0,Painswick_South_Townhouse_Matrix.csv
St. Marys,Detached,99,0.19,105966.0,667797.0,St._Marys_Detached_Matrix.csv
Dorset Park,Detached,83,0.19,90916.0,964284.0,Dorset_Park_Detached_Matrix.csv
332 - Central,Detached,98,0.18,43721.0,442642.0,332_-_Central_Detached_Matrix.csv
Collingwood,Condo Apartment,139,0.18,98506.0,518724.0,Collingwood_Condo_Apartment_Matrix.csv
Rockcliffe-Smythe,Condo Apartment,40,0.18,80735.0,632572.0,Rockcliffe-Smythe_Condo_Apartment_Matrix.csv
Wasaga Beach,Detached,598,0.18,108455.0,729318.0,Wasaga_Beach_Detached_Matrix.csv
South Parkdale,Condo Apartment,63,0.18,60978.0,587989.0,South_Parkdale_Condo_Apartment_Matrix.csv
45 - Frontenac Centre,Detached,115,0.18,148601.0,492668.0,45_-_Frontenac_Centre_Detached_Matrix.csv
West Woodbridge,Detached,98,0.18,94748.0,1355709.0,West_Woodbridge_Detached_Matrix.csv
Rural Glanbrook,Townhouse,49,0.18,51024.0,715580.0,Rural_Glanbrook_Townhouse_Matrix.csv
Bobcaygeon,Detached,96,0.18,129047.0,747479.0,Bobcaygeon_Detached_Matrix.csv
North S,Townhouse,40,0.17,47130.0,613582.0,North_S_Townhouse_Matrix.csv
Angus,Townhouse,74,0.17,35334.0,640905.0,Angus_Townhouse_Matrix.csv
7708 - Barrhaven - Stonebridge,Detached,75,0.17,97642.0,1065275.0,7708_-_Barrhaven_-_Stonebridge_Detached_Matrix.csv
LaSalle,Condo Apartment,42,0.17,66743.0,511355.0,LaSalle_Condo_Apartment_Matrix.csv
Agincourt North,Detached,104,0.17,94770.0,1119912.0,Agincourt_North_Detached_Matrix.csv
Clarkson,Condo Apartment,80,0.17,121849.0,624409.0,Clarkson_Condo_Apartment_Matrix.csv
Taunton North,Townhouse,39,0.17,28002.0,788880.0,Taunton_North_Townhouse_Matrix.csv
East I,Detached,159,0.16,43387.0,561187.0,East_I_Detached_Matrix.csv
Maple,Townhouse,97,0.16,52778.0,950649.0,Maple_Townhouse_Matrix.csv
Bay Ridges,Condo Apartment,126,0.16,48940.0,528870.0,Bay_Ridges_Condo_Apartment_Matrix.csv
Crown Point,Detached,229,0.16,53415.0,489652.0,Crown_Point_Detached_Matrix.csv
63 - Stone Mills,Detached,130,0.16,96742.0,612151.0,63_-_Stone_Mills_Detached_Matrix.csv
606 - Town of Rockland,Condo Apartment,49,0.16,55460.0,414124.0,606_-_Town_of_Rockland_Condo_Apartment_Matrix.csv
Woodland Hill,Townhouse,49,0.16,34191.0,888568.0,Woodland_Hill_Townhouse_Matrix.csv
Rural Innisfil,Detached,236,0.16,294186.0,887565.0,Rural_Innisfil_Detached_Matrix.csv
Painswick South,Detached,132,0.16,97940.0,816695.0,Painswick_South_Detached_Matrix.csv
602 - Embrun,Detached,132,0.15,76368.0,705791.0,602_-_Embrun_Detached_Matrix.csv
9001 - Kanata - Beaverbrook,Townhouse,72,0.15,63720.0,496438.0,9001_-_Kanata_-_Beaverbrook_Townhouse_Matrix.csv
Seguin,Detached,95,0.15,592107.0,1152673.0,Seguin_Detached_Matrix.csv
Fletcher's Creek South,Townhouse,44,0.15,47279.0,757350.0,Fletcher's_Creek_South_Townhouse_Matrix.csv
Rural Oro-Medonte,Detached,210,0.14,268261.0,1092838.0,Rural_Oro-Medonte_Detached_Matrix.csv
Central,Condo Apartment,51,0.14,83762.0,370633.0,Central_Condo_Apartment_Matrix.csv
Stouffville,Condo Apartment,48,0.14,67777.0,737414.0,Stouffville_Condo_Apartment_Matrix.csv
Palmer,Detached,70,0.14,101876.0,1057460.0,Palmer_Detached_Matrix.csv
Chaffey,Detached,262,0.14,144796.0,713294.0,Chaffey_Detached_Matrix.csv
803 - North Grenville Twp (Kemptville South),Detached,160,0.14,112179.0,729546.0,803_-_North_Grenville_Twp_(Kemptville_South)_Detached_Matrix.csv
Central Erin Mills,Townhouse,126,0.14,71247.0,848945.0,Central_Erin_Mills_Townhouse_Matrix.csv
1010 - JM Joshua Meadows,Condo Apartment,61,0.13,45724.0,518207.0,1010_-_JM_Joshua_Meadows_Condo_Apartment_Matrix.csv
8211 - Stittsville (North),Detached,129,0.13,76158.0,855331.0,8211_-_Stittsville_(North)_Detached_Matrix.csv
8202 - Stittsville (Central),Townhouse,77,0.13,52392.0,630651.0,8202_-_Stittsville_(Central)_Townhouse_Matrix.csv
Streetsville,Detached,84,0.13,136895.0,1225766.0,Streetsville_Detached_Matrix.csv
Rural Central Elgin,Detached,157,0.13,124117.0,729510.0,Rural_Central_Elgin_Detached_Matrix.csv
Brant,Townhouse,72,0.13,122356.0,830294.0,Brant_Townhouse_Matrix.csv
Stoney Creek,Condo Apartment,56,0.12,62717.0,449100.0,Stoney_Creek_Condo_Apartment_Matrix.csv
Douro-Dummer,Detached,106,0.11,298791.0,815381.0,Douro-Dummer_Detached_Matrix.csv
Fletcher's Meadow,Townhouse,42,0.1,62249.0,828324.0,Fletcher's_Meadow_Townhouse_Matrix.csv
Rural Caledon,Detached,337,0.1,255576.0,1476000.0,Rural_Caledon_Detached_Matrix.csv
Kingsview Village-The Westway,Condo Apartment,70,0.1,83269.0,490246.0,Kingsview_Village-The_Westway_Condo_Apartment_Matrix.csv
South X,Condo Apartment,62,0.1,28339.0,256076.0,South_X_Condo_Apartment_Matrix.csv
Southgate,Detached,224,0.1,136477.0,737269.0,Southgate_Detached_Matrix.csv
Dovercliffe Park/Old University,Townhouse,48,0.1,74921.0,610256.0,Dovercliffe_Park_Old_University_Townhouse_Matrix.csv
982 - Beamsville,Townhouse,79,0.09,54871.0,653899.0,982_-_Beamsville_Townhouse_Matrix.csv
767 - N. Welland,Detached,191,0.09,64436.0,621523.0,767_-_N._Welland_Detached_Matrix.csv
Casa Loma,Detached,38,0.09,806701.0,3826290.0,Casa_Loma_Detached_Matrix.csv
212 - Morrison,Detached,82,0.08,56656.0,620753.0,212_-_Morrison_Detached_Matrix.csv
Langstaff,Townhouse,60,0.08,133960.0,1095589.0,Langstaff_Townhouse_Matrix.csv
Riverside Park,Detached,90,0.08,72752.0,817107.0,Riverside_Park_Detached_Matrix.csv
Rolling Acres,Townhouse,49,0.08,49266.0,755040.0,Rolling_Acres_Townhouse_Matrix.csv
West Hill,Townhouse,77,0.07,66113.0,667061.0,West_Hill_Townhouse_Matrix.csv
901 - Smiths Falls,Detached,185,0.07,104298.0,433188.0,901_-_Smiths_Falls_Detached_Matrix.csv
1037 - TM Timberlea,Townhouse,40,0.07,34867.0,749788.0,1037_-_TM_Timberlea_Townhouse_Matrix.csv
9001 - Kanata - Beaverbrook,Detached,48,0.06,101608.0,957169.0,9001_-_Kanata_-_Beaverbrook_Detached_Matrix.csv
9004 - Kanata - Bridlewood,Detached,148,0.06,72770.0,824847.0,9004_-_Kanata_-_Bridlewood_Detached_Matrix.csv
540 - Grimsby Beach,Townhouse,61,0.06,60114.0,723621.0,540_-_Grimsby_Beach_Townhouse_Matrix.csv
Kennedy Park,Condo Apartment,50,0.06,54318.0,494978.0,Kennedy_Park_Condo_Apartment_Matrix.csv
450 - E. Chester,Detached,112,0.05,70166.0,447676.0,450_-_E._Chester_Detached_Matrix.csv
Gorham-College Manor,Townhouse,51,0.05,69931.0,834822.0,Gorham-College_Manor_Townhouse_Matrix.csv
Brampton North,Detached,61,0.05,70184.0,849213.0,Brampton_North_Detached_Matrix.csv
Ashburnham Ward 4,Townhouse,38,0.04,90206.0,479266.0,Ashburnham_Ward_4_Townhouse_Matrix.csv
Town Centre,Townhouse,41,0.04,40252.0,657800.0,Town_Centre_Townhouse_Matrix.csv
Fletcher's Creek South,Condo Apartment,46,0.04,43461.0,483695.0,Fletcher's_Creek_South_Condo_Apartment_Matrix.csv
Dovercliffe Park/Old University,Detached,101,0.04,107032.0,997796.0,Dovercliffe_Park_Old_University_Detached_Matrix.csv
Cornell,Detached,115,0.03,115107.0,1354264.0,Cornell_Detached_Matrix.csv
Kortright East,Detached,65,0.02,137024.0,1296028.0,Kortright_East_Detached_Matrix.csv
Georgetown,Condo Apartment,43,0.02,161819.0,707658.0,Georgetown_Condo_Apartment_Matrix.csv
Mount Forest,Detached,95,0.01,68550.0,609667.0,Mount_Forest_Detached_Matrix.csv
602 - Embrun,Townhouse,42,0.01,29367.0,559519.0,602_-_Embrun_Townhouse_Matrix.csv
Ardagh,Townhouse,61,0.01,73104.0,533348.0,Ardagh_Townhouse_Matrix.csv
Meadowvale,Townhouse,140,0.01,57926.0,706035.0,Meadowvale_Townhouse_Matrix.csv
Samac,Detached,144,0.0,66586.0,894533.0,Samac_Detached_Matrix.csv
803 - North Grenville Twp (Kemptville South),Townhouse,44,0.0,61095.0,514220.0,803_-_North_Grenville_Twp_(Kemptville_South)_Townhouse_Matrix.csv
North F,Detached,68,-0.0,85677.0,623399.0,North_F_Detached_Matrix.csv
Tam O'Shanter-Sullivan,Townhouse,42,-0.01,64387.0,681166.0,Tam_O'Shanter-Sullivan_Townhouse_Matrix.csv
2013 - Mer Bleue/Bradley Estates/Anderson Park,Detached,63,-0.01,128551.0,885832.0,2013_-_Mer_Bleue_Bradley_Estates_Anderson_Park_Detached_Matrix.csv
South N,Detached,65,-0.01,60257.0,716580.0,South_N_Detached_Matrix.csv
Malvern,Condo Apartment,123,-0.02,58780.0,465174.0,Malvern_Condo_Apartment_Matrix.csv
Central,Townhouse,94,-0.02,66063.0,682556.0,Central_Townhouse_Matrix.csv
North S,Detached,130,-0.02,97156.0,888416.0,North_S_Detached_Matrix.csv
1023 - BE Beaty,Townhouse,55,-0.03,45807.0,838522.0,1023_-_BE_Beaty_Townhouse_Matrix.csv
West Humber-Clairville,Condo Apartment,53,-0.03,58109.0,518525.0,West_Humber-Clairville_Condo_Apartment_Matrix.csv
West Shore,Detached,153,-0.03,158258.0,936018.0,West_Shore_Detached_Matrix.csv
Forest Hill South,Detached,69,-0.03,1053377.0,4288578.0,Forest_Hill_South_Detached_Matrix.csv
Rural Richmond Hill,Detached,47,-0.04,369431.0,2243100.0,Rural_Richmond_Hill_Detached_Matrix.csv
1105 - Fallingbrook/Pineridge,Detached,113,-0.04,50829.0,723786.0,1105_-_Fallingbrook_Pineridge_Detached_Matrix.csv
Kingsview Village-The Westway,Detached,83,-0.05,152836.0,1218876.0,Kingsview_Village-The_Westway_Detached_Matrix.csv
Little Portugal,Townhouse,48,-0.05,208594.0,1232739.0,Little_Portugal_Townhouse_Matrix.csv
Newtonbrook West,Condo Apartment,101,-0.06,59780.0,635958.0,Newtonbrook_West_Condo_Apartment_Matrix.csv
Northwest Ajax,Townhouse,68,-0.06,55815.0,847594.0,Northwest_Ajax_Townhouse_Matrix.csv
Greensborough,Detached,88,-0.07,130630.0,1431642.0,Greensborough_Detached_Matrix.csv
54 - Amherstview,Detached,147,-0.08,77074.0,600243.0,54_-_Amherstview_Detached_Matrix.csv
Credit Valley,Townhouse,56,-0.08,53421.0,814373.0,Credit_Valley_Townhouse_Matrix.csv
Parkwoods-Donalda,Condo Apartment,83,-0.08,66994.0,550926.0,Parkwoods-Donalda_Condo_Apartment_Matrix.csv
540 - Grimsby Beach,Condo Apartment,60,-0.09,48992.0,479635.0,540_-_Grimsby_Beach_Condo_Apartment_Matrix.csv
22 - East of Sir John A. Blvd,Detached,132,-0.11,89399.0,476483.0,22_-_East_of_Sir_John_A._Blvd_Detached_Matrix.csv
St. Patrick's Ward,Detached,68,-0.11,56398.0,643421.0,St._Patrick's_Ward_Detached_Matrix.csv
Bayview Northeast,Townhouse,44,-0.11,126988.0,1000993.0,Bayview_Northeast_Townhouse_Matrix.csv
Clarkson,Townhouse,103,-0.12,102624.0,771484.0,Clarkson_Townhouse_Matrix.csv
Beaverton,Detached,97,-0.12,85783.0,664567.0,Beaverton_Detached_Matrix.csv
Morningside,Detached,85,-0.12,120606.0,963404.0,Morningside_Detached_Matrix.csv
Oak Ridges Lake Wilcox,Townhouse,57,-0.12,100055.0,1116329.0,Oak_Ridges_Lake_Wilcox_Townhouse_Matrix.csv
Williamsburg,Townhouse,55,-0.13,49603.0,802836.0,Williamsburg_Townhouse_Matrix.csv
Victoria Village,Detached,60,-0.14,167446.0,1304492.0,Victoria_Village_Detached_Matrix.csv
Heart Lake East,Townhouse,51,-0.17,57325.0,740481.0,Heart_Lake_East_Townhouse_Matrix.csv
550 - Arnprior,Townhouse,52,-0.17,33405.0,491867.0,550_-_Arnprior_Townhouse_Matrix.csv
Bayview Wellington,Townhouse,47,-0.18,80365.0,926430.0,Bayview_Wellington_Townhouse_Matrix.csv
Airport,Detached,114,-0.18,116255.0,708280.0,Airport_Detached_Matrix.csv
Freeman,Detached,42,-0.19,255589.0,793631.0,Freeman_Detached_Matrix.csv
1107 - Springridge/East Village,Detached,49,-0.2,86088.0,885067.0,1107_-_Springridge_East_Village_Detached_Matrix.csv
Hillcrest Village,Condo Apartment,54,-0.21,155075.0,964078.0,Hillcrest_Village_Condo_Apartment_Matrix.csv
Central Newmarket,Detached,117,-0.22,139766.0,1008279.0,Central_Newmarket_Detached_Matrix.csv
Brant Hills,Townhouse,43,-0.22,94653.0,677195.0,Brant_Hills_Townhouse_Matrix.csv
North N,Detached,83,-0.22,107046.0,595350.0,North_N_Detached_Matrix.csv
Rural Trent Hills,Detached,123,-0.23,173771.0,637510.0,Rural_Trent_Hills_Detached_Matrix.csv
Southgate,Townhouse,70,-0.23,56804.0,561449.0,Southgate_Townhouse_Matrix.csv
Shoreacres,Townhouse,45,-0.24,50041.0,818720.0,Shoreacres_Townhouse_Matrix.csv
Brampton South,Condo Apartment,44,-0.24,44224.0,393850.0,Brampton_South_Condo_Apartment_Matrix.csv
Dundas,Townhouse,43,-0.26,75656.0,657421.0,Dundas_Townhouse_Matrix.csv
LaSalle,Detached,148,-0.27,319415.0,1401292.0,LaSalle_Detached_Matrix.csv
Monaghan Ward 2,Townhouse,46,-0.29,46272.0,586888.0,Monaghan_Ward_2_Townhouse_Matrix.csv
Humber Heights,Condo Apartment,53,-0.3,50964.0,576642.0,Humber_Heights_Condo_Apartment_Matrix.csv
443 - Lakeport,Detached,102,-0.3,77109.0,662441.0,443_-_Lakeport_Detached_Matrix.csv
Tottenham,Detached,125,-0.31,154076.0,988864.0,Tottenham_Detached_Matrix.csv
Bolton East,Townhouse,52,-0.35,30993.0,878235.0,Bolton_East_Townhouse_Matrix.csv
Agincourt South-Malvern West,Detached,84,-0.36,135470.0,1199731.0,Agincourt_South-Malvern_West_Detached_Matrix.csv
461 - Glendale/Glenridge,Detached,83,-0.4,147893.0,806275.0,461_-_Glendale_Glenridge_Detached_Matrix.csv
York University Heights,Detached,39,-0.4,81298.0,1156167.0,York_University_Heights_Detached_Matrix.csv
801 - Kemptville,Detached,100,-0.42,139502.0,651289.0,801_-_Kemptville_Detached_Matrix.csv
Tansley,Condo Apartment,62,-0.42,40517.0,491438.0,Tansley_Condo_Apartment_Matrix.csv
Rural Caledon,Townhouse,115,-0.42,72531.0,863117.0,Rural_Caledon_Townhouse_Matrix.csv
Agincourt North,Townhouse,49,-0.43,71515.0,798336.0,Agincourt_North_Townhouse_Matrix.csv
Stratford,Townhouse,52,-0.44,50750.0,552158.0,Stratford_Townhouse_Matrix.csv
Harding,Detached,48,-0.49,212695.0,1312810.0,Harding_Detached_Matrix.csv
Paris,Townhouse,62,-0.49,42476.0,621221.0,Paris_Townhouse_Matrix.csv
Observatory,Townhouse,46,-0.52,81395.0,848643.0,Observatory_Townhouse_Matrix.csv
Meadowvale Village,Townhouse,46,-0.56,75215.0,854959.0,Meadowvale_Village_Townhouse_Matrix.csv
25 - West of Sir John A. Blvd,Detached,66,-0.67,81170.0,596966.0,25_-_West_of_Sir_John_A._Blvd_Detached_Matrix.csv
Mount Olive-Silverstone-Jamestown,Detached,42,-0.67,63941.0,950845.0,Mount_Olive-Silverstone-Jamestown_Detached_Matrix.csv
Rural Barrie Southeast,Townhouse,38,-0.68,39967.0,660633.0,Rural_Barrie_Southeast_Townhouse_Matrix.csv
Royal Orchard,Condo Apartment,48,-0.71,71890.0,671479.0,Royal_Orchard_Condo_Apartment_Matrix.csv
South Y,Townhouse,49,-0.73,34464.0,395181.0,South_Y_Townhouse_Matrix.csv
7701 - Barrhaven - Pheasant Run,Detached,49,-0.75,43427.0,700989.0,7701_-_Barrhaven_-_Pheasant_Run_Detached_Matrix.csv
South X,Townhouse,43,-0.76,36352.0,395561.0,South_X_Townhouse_Matrix.csv
South Riverdale,Detached,71,-0.82,318417.0,1579956.0,South_Riverdale_Detached_Matrix.csv
Downtown Brampton,Detached,57,-0.85,119468.0,880530.0,Downtown_Brampton_Detached_Matrix.csv
Bathurst Manor,Condo Apartment,44,-0.89,71194.0,610810.0,Bathurst_Manor_Condo_Apartment_Matrix.csv
1001 - BR Bronte,Townhouse,43,-0.93,193030.0,1191812.0,1001_-_BR_Bronte_Townhouse_Matrix.csv
Mississauga Valleys,Townhouse,71,-1.02,43458.0,709005.0,Mississauga_Valleys_Townhouse_Matrix.csv
1037 - TM Timberlea,Detached,68,-1.24,117714.0,1123183.0,1037_-_TM_Timberlea_Detached_Matrix.csv
St. Thomas,Townhouse,50,-1.39,32760.0,554944.0,St._Thomas_Townhouse_Matrix.csv
057 - Smithville,Townhouse,39,-1.46,66159.0,621651.0,057_-_Smithville_Townhouse_Matrix.csv
Northcrest Ward 5,Townhouse,38,-1.55,56988.0,624868.0,Northcrest_Ward_5_Townhouse_Matrix.csv
Chaffey,Townhouse,46,-1.62,158821.0,613926.0,Chaffey_Townhouse_Matrix.csv
Victoria Village,Condo Apartment,44,-1.63,32313.0,517184.0,Victoria_Village_Condo_Apartment_Matrix.csv
Port Whitby,Townhouse,47,-1.63,60637.0,809583.0,Port_Whitby_Townhouse_Matrix.csv
Aileen-Willowbrook,Detached,47,-1.64,126509.0,1605382.0,Aileen-Willowbrook_Detached_Matrix.csv
Weston,Condo Apartment,50,-1.7,84282.0,471689.0,Weston_Condo_Apartment_Matrix.csv
42 - City Northwest,Townhouse,84,-2.07,29567.0,573365.0,42_-_City_Northwest_Townhouse_Matrix.csv
Rathwood,Condo Apartment,41,-2.36,65899.0,551145.0,Rathwood_Condo_Apartment_Matrix.csv
614 - Champlain Twp,Detached,97,-2.48,215467.0,623436.0,614_-_Champlain_Twp_Detached_Matrix.csv
Central,Detached,559,-3.74,190764.0,631302.0,Central_Detached_Matrix.csv
Erindale,Detached,82,-11.02,558186.0,1444010.0,Erindale_Detached_Matrix.csv
Danforth Village-East York,Detached,166,-5226.73,3854344.0,1297859.0,Danforth_Village-East_York_Detached_Matrix.csv
South Y,Detached,96,-145895507470.15,6133084240.0,567679.0,South_Y_Detached_Matrix.csv
7710 - Barrhaven East,Townhouse,55,-8.264325944592386e+23,2.010802667358856e+16,550963.0,7710_-_Barrhaven_East_Townhouse_Matrix.csv
Mineola,Detached,117,-2.579578518119312e+224,3.0514621376908226e+117,2204227.0,Mineola_Detached_Matrix.csv
North R,Detached,64,-inf,5.625702082498242e+153,1303543.0,North_R_Detached_Matrix.csv
